"","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueWins","blueGoldDiff","blueExperienceDiff"
"3149",26,2,-1,2,-2,11,-1,-1,0,0,0.2,18,1,1,2247,1262
"3150",-4,1,1,1,-1,3,1,0,1,0,-0.800000000000001,-2,-20,1,383,-1655
"3151",-14,4,-1,-2,2,-1,0,0,0,0,0.4,-27,-1,0,-774,334
"3152",4,2,1,3,-3,0,1,1,0,0,0,26,-2,0,617,128
"3153",-34,-2,1,2,-2,2,1,1,0,0,0.4,21,2,0,1614,1179
"3154",-2,0,1,-7,7,-11,-1,-1,0,0,-1,6,19,1,-2206,-2548
"3155",7,2,1,0,0,2,1,1,0,0,-0.2,-16,10,1,-262,-375
"3156",10,-3,-1,3,-3,8,0,0,0,0,-0.600000000000001,3,0,1,1012,-620
"3157",5,-3,1,1,-1,11,0,1,-1,0,-0.2,-5,-1,0,313,-1776
"3158",-2,-1,-1,0,0,-1,-1,-1,0,0,0.2,-33,0,0,-1148,708
"3159",30,0,1,5,-5,5,1,1,0,0,1,27,28,1,3172,2797
"3160",-7,0,-1,-2,2,-2,0,0,0,0,-0.2,10,-14,1,-819,-1709
"3161",7,-2,-1,-1,1,-3,0,-1,1,0,-0.2,14,4,0,-205,-41
"3162",-23,-3,-1,-4,4,-1,-1,-1,0,0,-0.600000000000001,-2,-4,1,-1228,-1785
"3163",-4,-1,1,10,-10,11,1,0,1,1,0.800000000000001,-20,21,1,5521,4435
"3164",40,-1,1,1,-1,-2,-1,-1,0,0,-0.4,-26,-4,0,-1016,-1306
"3165",-5,1,1,-3,3,-5,1,1,0,0,0.4,17,-8,1,-1246,150
"3166",3,1,-1,1,-1,3,-2,-1,-1,0,0.2,20,-4,0,456,-69
"3167",-103,0,-1,-10,10,-18,0,0,0,0,-0.600000000000001,-26,-9,0,-5087,-2795
"3168",1,0,1,10,-10,9,0,0,0,0,1,55,-16,1,4006,3678
"3169",26,-3,-1,1,-1,6,1,1,0,0,0,-43,-12,1,-876,-1141
"3170",0,-2,1,0,0,5,0,0,0,0,-0.600000000000001,-35,-9,1,-1216,-1810
"3171",1,-2,1,-2,2,-4,0,-1,1,1,-0.600000000000001,26,-11,0,1432,-889
"3172",-8,0,-1,-7,7,-1,1,1,0,0,-0.6,-20,-8,1,-3593,-3240
"3173",-9,3,-1,2,-2,6,-1,-1,0,0,-0.2,-34,-8,0,2,-345
"3174",1,1,-1,5,-5,8,1,1,0,0,0.2,2,0,1,2034,884
"3175",5,-2,-1,-5,5,-5,0,0,0,0,0,28,16,0,-966,-455
"3176",0,-3,1,0,0,5,-1,-1,0,0,-0.2,11,0,1,1167,-461
"3177",-41,-3,1,-4,4,-5,-1,-1,0,0,-0.2,10,-3,1,-2128,-1289
"3178",-2,2,1,-5,5,-9,-2,-1,-1,0,-0.4,0,4,0,-1971,-2626
"3179",-67,12,-1,0,0,4,0,0,0,0,-0.4,-9,0,1,-708,-1311
"3180",1,0,1,0,0,0,1,1,0,0,0,-16,3,0,-1296,4
"3181",1,-2,-1,-12,12,-17,-2,-1,-1,0,-0.600000000000001,-29,-3,0,-5924,-3368
"3182",1,1,1,4,-4,2,0,0,0,0,0.4,-4,16,1,1443,2143
"3183",-12,-2,1,1,-1,4,1,1,0,0,-0.2,-1,-12,0,-2,-1484
"3184",-1,2,1,4,-4,8,-1,0,-1,-1,0.4,28,-24,1,1070,1731
"3185",-6,-1,1,-1,1,-1,1,1,0,0,-0.4,-38,8,1,-1238,-1708
"3186",0,-2,-1,3,-3,3,0,0,0,0,0.4,1,0,1,1300,1228
"3187",22,0,1,1,-1,1,0,1,-1,0,-0.2,-15,-12,1,-282,-192
"3188",1,-1,-1,1,-1,1,0,-1,1,0,0,10,0,1,-456,-1135
"3189",-3,2,1,5,-5,4,0,0,0,0,0.2,-39,1,0,1167,510
"3190",0,-2,1,-1,1,0,0,-1,1,0,-0.2,5,7,0,457,-383
"3191",-14,-2,-1,2,-2,2,-1,-1,0,0,0,34,-25,0,276,377
"3192",6,-2,1,8,-8,11,2,1,1,0,0.600000000000001,16,6,1,4429,3004
"3193",-3,3,-1,-2,2,-4,-1,-1,0,0,0.4,-21,18,0,-907,414
"3194",24,-2,1,0,0,-2,1,1,0,0,0.2,27,26,0,914,1227
"3195",36,-3,1,3,-3,10,0,0,0,0,-0.4,-24,-35,0,-232,-1633
"3196",23,-2,-1,0,0,-2,0,0,0,0,0.2,-25,36,1,344,1270
"3197",102,0,1,-5,5,-5,-1,0,-1,0,-0.600000000000001,-26,-3,0,-2904,-2819
"3198",-1,0,-1,0,0,-1,-1,-1,0,0,0,2,16,1,355,-336
"3199",3,-3,-1,1,-1,1,-1,-1,0,0,0.4,-3,18,1,1911,1969
"3200",-14,0,1,-1,1,6,0,1,-1,0,-0.2,-29,-8,1,-1572,-2164
"3201",21,1,1,5,-5,7,1,1,0,0,-0.2,-49,6,0,1996,860
"3202",-10,1,1,6,-6,6,2,1,1,1,0.4,13,-12,1,3802,1762
"3203",-3,0,1,-2,2,-1,-1,-1,0,0,-0.399999999999999,-25,3,1,-956,-1451
"3204",-25,9,1,2,-2,2,0,0,0,0,0,-13,-9,1,240,131
"3205",4,2,1,2,-2,2,-1,-1,0,0,-0.2,37,-11,0,828,-79
"3206",-25,-1,-1,-11,11,-18,-2,-1,-1,0,-1,-26,-4,0,-5102,-3977
"3207",3,2,1,-4,4,-7,-1,-1,0,0,0,16,8,1,-778,-752
"3208",-14,3,1,5,-5,6,0,0,0,0,0.600000000000001,23,6,1,2431,1886
"3209",2,1,1,0,0,2,0,0,0,0,0.2,6,16,1,530,1280
"3210",-19,-3,-1,0,0,0,0,0,0,0,-0.2,31,-5,0,766,331
"3211",0,-4,1,-4,4,-6,0,0,0,-1,-0.600000000000001,-16,-11,0,-4172,-2185
"3212",2,1,-1,1,-1,4,-2,-1,-1,-1,-1,12,-37,0,-1578,-2563
"3213",-5,4,-1,-2,2,-3,-1,-1,0,0,0,-4,3,1,-964,72
"3214",-5,1,-1,5,-5,4,-2,-1,-1,0,0.6,-18,8,1,1764,1515
"3215",-64,-3,-1,-3,3,-5,-1,-1,0,0,0,-57,15,0,-3212,-786
"3216",-6,0,1,-2,2,-2,-1,-1,0,0,-0.4,-33,-4,0,-2259,-2256
"3217",2,3,1,2,-2,1,0,-1,1,0,0.600000000000001,14,11,1,1718,2947
"3218",1,2,-1,-3,3,-3,-1,-1,0,0,0,-1,12,1,-1159,-157
"3219",-3,1,-1,-5,5,-8,-2,-1,-1,0,-1,-5,-49,0,-3232,-2573
"3220",-4,0,1,6,-6,7,0,-1,1,0,0.600000000000001,42,-7,1,3248,2152
"3221",54,1,1,-2,2,-5,0,0,0,0,-0.4,-7,0,1,-1248,-843
"3222",2,-3,-1,-1,1,-2,0,-1,1,0,-0.4,8,0,0,-136,-583
"3223",-3,0,1,-4,4,-6,0,-1,1,1,-0.399999999999999,-6,-4,1,-468,-1886
"3224",-5,1,-1,-5,5,-2,-2,-1,-1,-2,-0.600000000000001,-22,-6,0,-3909,-2136
"3225",3,-1,1,1,-1,0,1,1,0,0,-0.6,1,-13,0,961,-973
"3226",3,-1,-1,-5,5,-9,1,1,0,0,0,-4,-26,1,-2936,-1305
"3227",-24,1,1,2,-2,2,0,1,-1,0,0.600000000000001,23,9,1,1766,1606
"3228",31,0,-1,-5,5,-9,-1,-1,0,0,-0.4,-17,10,1,-2929,-1515
"3229",4,1,1,-2,2,-3,-1,0,-1,0,-0.2,-5,-17,0,-1944,-1062
"3230",1,0,-1,6,-6,9,-1,-1,0,1,0,-26,-20,0,3164,287
"3231",-8,0,-1,-3,3,-4,-1,-1,0,0,-0.4,-25,-12,0,-1947,-2097
"3232",-22,-1,-1,-1,1,-1,0,-1,1,1,-0.600000000000001,-16,-28,0,396,-1813
"3233",6,1,1,3,-3,3,0,1,-1,0,0.4,-29,20,1,1697,293
"3234",11,-2,1,8,-8,9,1,1,0,0,0.6,24,14,1,4845,2789
"3235",28,-1,-1,5,-5,1,1,1,0,0,1,32,29,1,3370,4484
"3236",7,-4,-1,-7,7,-7,0,0,0,0,-0.8,-54,-9,0,-5191,-3819
"3237",-20,1,-1,-1,1,3,0,0,0,-1,-0.4,-38,-3,0,-3024,-1285
"3238",-4,-1,-1,-1,1,0,0,-1,1,0,-0.4,-70,9,0,-2114,-1121
"3239",11,2,1,-6,6,-6,-1,-1,0,0,-0.8,-30,2,0,-3555,-3207
"3240",3,0,1,1,-1,7,-1,-1,0,0,0,40,-16,1,2309,1211
"3241",-1,5,-1,-6,6,-11,1,0,1,0,-0.2,9,-4,0,-2554,-2576
"3242",3,0,1,-1,1,-5,1,1,0,0,-0.2,-7,5,0,-654,-97
"3243",15,5,1,7,-7,9,1,0,1,0,1,42,2,1,4824,2940
"3244",4,1,1,7,-7,4,0,1,-1,2,1.2,68,26,1,6883,5337
"3245",-2,-1,-1,1,-1,3,0,1,-1,0,-0.399999999999999,-17,10,0,-968,-3
"3246",5,-1,-1,-8,8,-16,1,1,0,0,-0.4,3,-4,0,-4526,-2062
"3247",29,-3,-1,-5,5,-4,-1,-1,0,0,-0.600000000000001,5,5,0,-2850,-832
"3248",-6,0,-1,-3,3,-4,-2,-1,-1,0,-0.2,-32,-1,0,-2760,-1872
"3249",3,-4,-1,-5,5,-7,-1,-1,0,0,-0.4,4,0,1,-2145,-1335
"3250",0,-3,1,0,0,1,-1,0,-1,0,-0.2,18,-9,1,1202,-535
"3251",1,1,1,7,-7,1,-1,-1,0,0,0.800000000000001,44,-11,1,3469,3684
"3252",27,-4,-1,-1,1,-6,-1,-1,0,0,0,-4,23,0,-1083,-127
"3253",5,1,1,0,0,2,1,1,0,0,0.2,-8,18,1,914,34
"3254",1,-1,-1,2,-2,0,-1,-1,0,0,0.2,1,11,1,1436,1597
"3255",0,0,-1,4,-4,9,1,1,0,0,0.4,10,9,1,2256,725
"3256",19,0,1,2,-2,4,0,-1,1,0,0,-33,19,0,1206,1055
"3257",17,-1,-1,1,-1,13,1,1,0,0,0.2,-53,5,1,243,-276
"3258",-2,3,-1,-1,1,-2,0,0,0,0,-0.4,-27,-13,0,-368,-612
"3259",0,-2,1,-1,1,-1,1,1,0,0,-0.4,15,3,0,-90,-739
"3260",2,1,1,4,-4,2,0,0,0,0,0.4,-3,9,1,1717,1335
"3261",3,-1,1,2,-2,7,1,0,1,0,0,28,-4,1,875,276
"3262",0,-1,-1,-3,3,1,-1,-1,0,0,-0.600000000000001,-12,-25,0,-2322,-2808
"3263",2,1,1,1,-1,1,-1,-1,0,0,0.199999999999999,14,-7,1,1343,1089
"3264",-6,-2,-1,-7,7,-7,-1,-1,0,0,-0.600000000000001,-30,-4,0,-3084,-1719
"3265",-3,3,-1,3,-3,10,1,1,0,0,0,32,5,1,1964,1416
"3266",-39,1,-1,-2,2,-3,1,1,0,0,0.2,46,-12,1,-257,-180
"3267",-21,-1,1,5,-5,7,1,1,0,0,0.2,50,-9,0,3024,1980
"3268",3,-2,1,-2,2,-7,1,1,0,0,0.4,6,20,1,-647,543
"3269",18,1,-1,3,-3,2,0,0,0,0,0,-14,2,1,939,1327
"3270",-9,0,-1,-3,3,-3,-2,-1,-1,0,-0.2,-9,4,0,-1159,-73
"3271",21,-1,1,4,-4,3,1,1,0,0,0.800000000000001,-11,11,1,2390,1778
"3272",2,-1,1,-5,5,-10,0,-1,1,0,-0.600000000000001,-3,-8,0,-2482,-2515
"3273",34,3,-1,2,-2,7,1,1,0,0,-0.2,-27,4,1,-447,-955
"3274",-8,2,1,2,-2,4,0,-1,1,0,0,-12,-4,0,1351,940
"3275",-7,2,1,4,-4,2,0,1,-1,0,0.4,0,12,1,1530,334
"3276",-28,-1,1,-3,3,-6,-2,-1,-1,0,-0.8,-39,0,0,-2968,-2262
"3277",-2,-1,1,-5,5,-9,-1,-1,0,0,-0.2,-19,3,0,-2574,-1057
"3278",-5,2,1,-4,4,-4,-2,-1,-1,0,-0.2,-7,-19,1,-1851,-1813
"3279",1,1,1,4,-4,7,1,1,0,0,0.4,-28,-1,0,840,145
"3280",-25,7,-1,0,0,-4,0,1,-1,0,0.600000000000001,1,9,1,-626,239
"3281",5,4,1,6,-6,17,1,1,0,0,0.2,63,4,1,4230,1545
"3282",2,2,1,8,-8,11,1,1,0,0,0.4,69,-8,1,4173,1912
"3283",1,1,1,8,-8,6,1,1,0,0,0.4,7,-16,1,1809,1633
"3284",-10,1,1,5,-5,5,2,1,1,1,1.6,89,8,1,6304,5904
"3285",-25,17,1,8,-8,4,0,0,0,0,0.8,82,-5,1,5501,3548
"3286",-20,6,-1,3,-3,3,-1,0,-1,0,0.2,-9,-1,0,1218,1167
"3287",-4,1,1,0,0,2,-1,-1,0,0,0,-45,-1,0,-187,-361
"3288",1,-2,-1,-1,1,4,1,1,0,0,-0.2,13,-12,0,51,-1075
"3289",2,0,1,-1,1,-2,-1,-1,0,0,-0.2,14,-8,0,-811,-798
"3290",14,1,-1,-4,4,-6,-2,-1,-1,0,-0.600000000000001,-10,7,0,-2241,-1888
"3291",1,-1,-1,-6,6,-10,-1,-1,0,0,-0.600000000000001,-19,-28,0,-3794,-1962
"3292",-2,1,1,-4,4,-3,0,1,-1,0,0.2,34,23,0,426,917
"3293",-18,0,-1,-2,2,-1,0,1,-1,0,-0.4,2,-7,1,-1741,-1348
"3294",4,-2,1,8,-8,3,2,1,1,0,0.6,2,3,1,3058,3283
"3295",-27,17,-1,3,-3,3,1,1,0,0,0.2,22,-9,0,1106,1014
"3296",10,-1,-1,-1,1,2,-2,-1,-1,0,-0.2,-36,-12,0,-1602,-1412
"3297",-4,1,1,3,-3,5,1,1,0,0,-0.2,-3,-17,1,569,-1349
"3298",0,-2,-1,0,0,2,0,0,0,0,-0.6,-10,-11,0,-873,-736
"3299",-2,0,-1,-9,9,-10,-2,-1,-1,-1,-1,-20,7,0,-5327,-4636
"3300",4,-2,1,4,-4,5,2,1,1,0,0.2,18,19,1,2745,1478
"3301",4,1,1,4,-4,4,-1,-1,0,0,0.6,19,-1,1,2763,2019
"3302",4,-1,1,-1,1,5,-1,-1,0,0,0,22,-18,0,-22,86
"3303",3,2,1,3,-3,1,-1,-1,0,0,0,6,3,1,1510,1545
"3304",4,-1,1,2,-2,3,1,1,0,0,0.2,36,-20,1,1099,-673
"3305",0,3,1,3,-3,1,0,0,0,0,0,34,-11,1,2019,138
"3306",13,1,1,-7,7,-11,-1,0,-1,0,-0.8,-37,-33,0,-4939,-3731
"3307",-4,3,-1,-3,3,1,-1,-1,0,0,-0.2,-50,0,0,-2471,-2179
"3308",1,4,1,6,-6,2,0,0,0,0,0.2,-2,-9,1,2532,1229
"3309",-115,0,-1,3,-3,-1,0,0,0,-1,0.6,40,-4,1,1249,1879
"3310",4,1,1,1,-1,0,1,1,0,0,0.2,-16,24,1,859,128
"3311",5,3,-1,-2,2,0,-1,-1,0,0,-0.4,-78,-5,0,-1737,-776
"3312",3,0,1,3,-3,3,1,1,0,0,0.2,-13,0,1,1453,1251
"3313",-2,-2,-1,3,-3,5,0,-1,1,0,0.2,-59,38,1,616,43
"3314",-15,1,1,3,-3,8,0,1,-1,0,-0.4,-8,-47,0,363,-1888
"3315",-12,4,-1,4,-4,2,1,1,0,0,1.4,58,3,1,2598,4512
"3316",-3,1,-1,-7,7,-8,0,0,0,0,-1.4,-113,-14,0,-5253,-5281
"3317",9,-4,-1,-4,4,-5,-1,-1,0,0,-0.4,-7,-23,0,-2234,-3264
"3318",0,-1,1,2,-2,-1,-2,-1,-1,0,0,2,-17,1,-127,-445
"3319",5,-3,1,2,-2,-7,0,0,0,1,0.6,60,12,1,3458,3204
"3320",5,-2,1,2,-2,6,-1,-1,0,0,0.2,-7,-17,0,337,-260
"3321",4,0,1,-1,1,-7,1,1,0,0,-0.2,12,1,1,-1041,-661
"3322",-23,0,1,5,-5,7,0,0,0,0,0.6,21,3,1,2421,3009
"3323",-6,0,-1,-7,7,-10,1,1,0,0,-0.600000000000001,-68,16,1,-4822,-2537
"3324",3,1,-1,-4,4,-9,0,1,-1,0,-0.2,-31,6,0,-2994,-1007
"3325",24,0,-1,-3,3,-1,-1,-1,0,0,-0.2,-38,8,1,-1539,-601
"3326",-7,4,-1,2,-2,2,1,1,0,0,0.2,-10,-11,1,-76,1386
"3327",23,1,-1,0,0,-4,-1,-1,0,0,0.2,-33,-10,0,-1482,256
"3328",6,0,1,10,-10,7,0,0,0,0,0.600000000000001,7,-18,1,3847,2027
"3329",3,-2,1,4,-4,3,0,0,0,0,0.4,34,21,0,3044,1775
"3330",-5,-2,1,-2,2,-6,2,1,1,0,-0.2,21,-16,1,-1176,-1838
"3331",26,-2,-1,-1,1,-1,-1,-1,0,0,-0.600000000000001,-52,-15,0,-1659,-1134
"3332",1,1,-1,3,-3,9,2,1,1,0,0.2,31,8,1,2547,1517
"3333",7,1,1,-1,1,-5,-1,-1,0,0,0.2,-4,-15,1,-389,-29
"3334",-5,2,-1,-4,4,-3,-1,0,-1,0,-0.2,-20,0,0,-1193,-843
"3335",4,2,1,0,0,-7,0,-1,1,0,0,-6,2,1,-640,403
"3336",-2,1,-1,2,-2,7,0,0,0,0,-0.2,-28,-10,1,74,-513
"3337",2,0,-1,2,-2,5,-1,-1,0,0,0.2,19,10,0,1954,1045
"3338",2,-1,1,4,-4,4,1,1,0,0,0.2,-10,-13,1,646,407
"3339",-3,1,-1,-3,3,-9,-1,-1,0,0,-0.2,-12,6,0,-1585,-280
"3340",-1,-1,1,1,-1,3,1,1,0,0,0.2,-45,12,1,46,970
"3341",2,2,1,-1,1,0,-1,0,-1,0,-0.399999999999999,-22,-13,1,-426,-2349
"3342",-5,0,1,0,0,-2,-2,-1,-1,0,-0.2,27,-9,1,-524,-1029
"3343",0,0,1,-5,5,-6,-1,-1,0,0,-0.8,-64,3,0,-3773,-3783
"3344",4,-4,-1,-4,4,-4,-2,-1,-1,0,-0.800000000000001,-88,-4,1,-4738,-2857
"3345",2,-2,1,2,-2,-4,1,1,0,0,0.399999999999999,21,12,1,1059,1185
"3346",2,0,1,3,-3,-1,1,1,0,0,0.4,4,14,1,2330,1713
"3347",31,2,-1,-1,1,1,0,0,0,0,0,-11,23,1,434,740
"3348",-3,-3,-1,-1,1,-1,-1,-1,0,0,-0.2,-8,-5,0,-1778,-1128
"3349",-6,0,-1,-1,1,-3,0,-1,1,2,-0.4,-26,-14,0,412,-655
"3350",-43,2,-1,-7,7,-5,-1,-1,0,0,-0.600000000000001,-11,8,0,-2645,-1869
"3351",5,1,1,1,-1,1,0,0,0,0,-0.2,34,-24,0,804,365
"3352",5,-4,-1,-2,2,-11,-1,-1,0,0,0.2,41,-2,0,-619,190
"3353",0,0,1,4,-4,3,-1,-1,0,0,0.399999999999999,48,-8,1,2263,1326
"3354",4,0,1,6,-6,7,1,1,0,0,0.800000000000001,-18,-7,1,2805,2599
"3355",-9,3,1,-2,2,-4,1,1,0,0,-0.4,-20,-16,0,-2392,-2503
"3356",3,-3,1,3,-3,2,-1,-1,0,0,0.2,-6,4,1,823,1225
"3357",-115,1,1,-3,3,-4,0,1,-1,0,0.2,25,15,1,-1160,-12
"3358",3,-3,1,-2,2,-5,0,1,-1,0,0.2,4,9,1,-1065,502
"3359",2,0,-1,11,-11,17,-1,-1,0,0,1.4,54,9,1,6297,5777
"3360",2,1,1,11,-11,18,2,1,1,0,0.8,3,35,0,5255,2255
"3361",4,-1,-1,-7,7,-3,0,0,0,0,-0.800000000000001,-59,8,0,-5167,-3200
"3362",-85,0,-1,3,-3,6,0,0,0,0,-0.2,-26,-7,1,873,215
"3363",18,-9,-1,-2,2,-3,-1,-1,0,0,0,-9,19,0,-920,-451
"3364",1,1,1,0,0,1,0,0,0,0,0.2,52,-13,1,1099,-622
"3365",-5,0,-1,-4,4,-8,0,1,-1,-1,0,-52,31,0,-3465,-897
"3366",1,4,1,3,-3,4,2,1,1,0,0.2,-24,4,1,1412,737
"3367",-1,4,-1,-2,2,-2,1,1,0,0,-0.600000000000001,-30,-20,1,-2814,-2772
"3368",1,1,-1,-2,2,0,-1,-1,0,0,-0.4,-29,-17,1,-1636,-2200
"3369",23,-3,-1,-9,9,-5,-2,-1,-1,0,-0.800000000000001,-59,-3,0,-4912,-4457
"3370",2,-1,-1,-2,2,-3,0,1,-1,0,-0.2,-1,-13,1,-1827,-1102
"3371",-5,-1,-1,-1,1,-2,0,-1,1,0,0,14,-2,0,-373,-212
"3372",3,0,1,2,-2,3,2,1,1,0,0.2,-21,7,1,423,1071
"3373",-4,2,-1,1,-1,10,0,0,0,0,-0.6,-21,-4,1,-91,-2362
"3374",6,-3,-1,-4,4,-6,-1,-1,0,0,-0.2,11,-17,0,-1097,-674
"3375",-5,-1,1,-12,12,-17,-2,-1,-1,0,-1.4,-52,-25,0,-5062,-5699
"3376",-5,0,-1,1,-1,3,0,0,0,0,0,35,-12,1,267,427
"3377",-24,5,1,-1,1,2,-1,-1,0,0,-0.800000000000001,-41,-3,1,-1053,-2759
"3378",6,-3,-1,3,-3,5,1,1,0,0,0.800000000000001,32,20,1,2664,3273
"3379",-3,-2,1,-1,1,-4,-1,-1,0,0,-0.4,-9,-9,0,-1611,-1380
"3380",-76,-2,-1,1,-1,5,-2,-1,-1,0,0.4,-21,7,0,323,701
"3381",1,1,1,-8,8,-7,0,0,0,0,-1,-49,-59,0,-5820,-4066
"3382",19,0,-1,-2,2,-2,-1,-1,0,0,0,1,-5,1,-1870,-71
"3383",-16,3,1,-6,6,-5,1,1,0,0,-0.600000000000001,-4,3,0,-3761,-2552
"3384",-161,5,1,4,-4,4,0,-1,1,0,0.800000000000001,14,14,1,2036,2773
"3385",4,-1,-1,0,0,-2,0,0,0,0,-0.2,-36,-5,0,-1087,-108
"3386",2,2,1,11,-11,10,1,0,1,1,1,71,-4,1,7995,4733
"3387",-4,2,-1,-2,2,1,0,1,-1,0,0,11,2,0,-1182,-944
"3388",-1,2,-1,-4,4,-4,0,0,0,0,-0.4,5,-14,1,-1905,-2185
"3389",-9,2,-1,-7,7,-14,-2,-1,-1,0,0,6,9,0,-3630,668
"3390",-22,1,-1,1,-1,-9,-1,-1,0,0,0.2,9,-25,0,-788,-203
"3391",-8,4,-1,-7,7,-6,-2,-1,-1,0,-0.800000000000001,-6,-20,0,-3593,-3086
"3392",6,1,-1,0,0,3,0,0,0,0,-0.2,31,-15,1,633,-944
"3393",-16,-2,1,6,-6,4,-1,-1,0,0,0.2,22,-9,1,3476,2025
"3394",-20,-1,-1,2,-2,3,1,1,0,0,0.2,33,-24,1,849,794
"3395",3,-1,1,1,-1,-2,-1,-1,0,0,0,14,-12,1,1153,-5
"3396",1,0,1,3,-3,2,-1,-1,0,0,0.600000000000001,19,-33,1,992,393
"3397",-103,0,-1,-6,6,-10,-1,-1,0,0,-0.8,29,-12,0,-3193,-2101
"3398",2,-3,-1,0,0,-6,-1,-1,0,0,0.2,-3,-6,0,-787,-926
"3399",-1,1,1,1,-1,-1,1,1,0,0,-0.2,5,7,1,860,284
"3400",-3,0,1,-2,2,0,1,1,0,0,0,-18,-7,0,-400,-1311
"3401",8,-1,-1,-3,3,-5,-1,-1,0,0,0,25,10,1,-680,567
"3402",-12,1,1,-5,5,-7,-2,-1,-1,0,0,13,-5,0,-1458,-618
"3403",22,-1,1,-3,3,0,1,1,0,0,-0.2,-4,-40,0,-2153,-2348
"3404",-1,0,1,1,-1,0,1,1,0,0,-0.2,21,11,1,1895,635
"3405",1,3,1,9,-9,5,2,1,1,0,1,58,24,1,5301,5872
"3406",0,0,-1,-1,1,-3,0,0,0,0,-0.2,-69,3,0,-2859,143
"3407",-72,1,-1,-3,3,-6,1,1,0,0,0,28,-6,0,-959,-1002
"3408",-2,-1,-1,2,-2,4,-2,-1,-1,0,0.4,22,30,1,2152,1936
"3409",0,2,1,1,-1,1,-2,-1,-1,-1,0.2,36,-10,1,300,427
"3410",14,-2,1,2,-2,3,1,1,0,0,0.4,14,20,1,2060,1621
"3411",0,-1,1,-3,3,-11,2,1,1,1,-0.4,-14,19,1,-430,-1028
"3412",3,-4,1,-2,2,-5,1,1,0,0,-0.4,-18,4,1,-620,-384
"3413",2,2,1,4,-4,8,1,1,0,0,0.2,7,-4,1,2107,1105
"3414",-26,-5,1,-4,4,-5,0,1,-1,0,0,-16,25,0,-2141,-52
"3415",-24,-1,-1,-4,4,-1,-1,-1,0,0,-0.4,34,0,1,-575,-1495
"3416",3,0,-1,2,-2,0,-1,-1,0,0,0,0,0,1,559,-140
"3417",5,-1,1,-2,2,-1,-1,-1,0,0,-0.2,-14,1,0,-790,-834
"3418",-4,0,-1,-4,4,-10,0,-1,1,0,-0.4,-4,0,0,-2293,-1323
"3419",8,2,-1,2,-2,0,-1,0,-1,0,0.600000000000001,15,34,1,2409,2186
"3420",6,0,-1,2,-2,1,1,1,0,0,0.2,-23,-20,1,12,161
"3421",0,4,1,6,-6,4,2,1,1,0,0.600000000000001,5,8,1,2812,2747
"3422",-4,-2,1,4,-4,6,1,1,0,0,0.4,22,1,1,2435,1428
"3423",3,-5,1,4,-4,6,1,1,0,0,0.2,-34,1,0,759,657
"3424",4,-1,1,-2,2,-1,-2,-1,-1,0,-0.2,31,-10,1,-215,-546
"3425",-5,3,1,1,-1,1,0,-1,1,0,0.2,25,9,1,1491,533
"3426",-2,-2,-1,-12,12,-11,0,0,0,0,-1,-56,2,0,-6460,-5383
"3427",25,-6,1,-1,1,0,1,1,0,0,-0.2,3,-7,1,-27,-649
"3428",0,3,-1,-2,2,0,-2,-1,-1,0,0,-8,0,0,-1151,-753
"3429",-3,0,-1,-1,1,2,0,-1,1,0,0.2,25,5,1,662,44
"3430",-18,-1,1,6,-6,7,1,0,1,1,0.6,67,-3,1,5121,2946
"3431",-5,2,1,-5,5,-8,-1,-1,0,0,-0.800000000000001,7,-15,0,-1876,-2154
"3432",-2,2,1,4,-4,5,1,1,0,0,0.8,55,18,1,3844,2740
"3433",0,1,1,-1,1,-1,-1,0,-1,0,-0.2,-3,1,0,-154,-193
"3434",4,-1,-1,-6,6,-6,0,0,0,0,-0.4,-60,2,0,-5089,-1828
"3435",-1,0,1,8,-8,6,1,1,0,0,1,39,10,0,4322,3830
"3436",-1,-1,1,1,-1,1,1,1,0,0,0,-24,1,1,-450,-992
"3437",0,0,1,-1,1,0,0,-1,1,0,0,-14,21,1,-412,-609
"3438",0,-2,-1,-8,8,-6,-1,0,-1,-1,-0.800000000000001,-39,-26,0,-5830,-3608
"3439",-8,1,-1,-7,7,-11,1,1,0,0,-0.4,-7,5,0,-3402,-1459
"3440",2,2,1,4,-4,3,1,1,0,0,0,7,-6,0,2044,378
"3441",-1,2,1,1,-1,-3,2,1,1,0,0.2,17,18,1,1219,292
"3442",13,1,-1,2,-2,-2,1,1,0,0,1,14,17,0,1598,2478
"3443",4,2,-1,-3,3,-2,-2,-1,-1,0,-0.2,33,-5,0,-1068,-17
"3444",0,-2,1,-3,3,-4,2,1,1,0,-0.600000000000001,-2,-26,0,-2264,-1389
"3445",-1,4,-1,-2,2,2,-1,-1,0,0,0,28,-24,1,-963,-546
"3446",-1,1,-1,-4,4,-5,-1,-1,0,0,-0.600000000000001,-34,0,0,-2820,-1048
"3447",-1,2,1,3,-3,9,1,1,0,0,0.2,13,-4,1,1931,92
"3448",6,1,1,1,-1,0,-2,-1,-1,0,0,-26,1,0,-429,55
"3449",1,-3,1,2,-2,-8,1,1,0,0,0,7,4,1,-323,345
"3450",5,1,1,11,-11,12,1,1,0,0,1.4,34,-2,1,6290,4719
